Error,elementray charge e,Planck's constant h,electron mass m_e,Proton radius r_p,Rydberg constant R_H,Permittivity of free space ε_0,Speed of Light c,Fine-structure constant alpha
5.06E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
4.94E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
4.82E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
4.70E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
4.58E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
4.46E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
4.34E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
4.22E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
4.10E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.98E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.86E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.74E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.62E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.50E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.38E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.26E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.14E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.02E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.90E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.78E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.66E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.54E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.42E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.30E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.18E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.06E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.94E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.82E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.70E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.58E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.45E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.43E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.42E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.41E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.40E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.39E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.37E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.36E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.35E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.34E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.33E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.31E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.30E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.29E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.28E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.27E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.25E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.24E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.23E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.22E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.21E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.19E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.18E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.17E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.16E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.15E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.13E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.12E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.11E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.10E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.09E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.07E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.06E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.05E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.04E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.03E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.01E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.00E-10,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
9.89E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
9.77E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
9.65E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
9.53E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
9.41E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
9.29E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
9.17E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
9.05E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
8.93E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
8.81E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
8.69E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
8.57E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
8.45E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
8.33E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
8.21E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
8.09E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
7.97E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
7.85E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
7.73E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
7.61E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
7.49E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
7.37E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
7.25E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
7.13E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
7.01E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
6.89E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
6.77E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
6.65E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
6.53E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
6.41E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
6.29E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
6.17E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
6.05E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
5.93E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
5.81E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
5.69E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
5.57E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
5.45E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
5.33E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
5.21E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
5.08E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
4.96E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
4.84E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
4.72E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
4.60E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
4.48E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
4.36E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
4.24E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
4.12E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
4.00E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.88E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.76E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.64E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.52E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.40E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.28E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.16E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
3.04E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.92E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.80E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.68E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.56E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.44E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.32E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.20E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
2.08E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.96E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.84E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.72E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.60E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.47E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.46E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.45E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.43E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.42E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.41E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.40E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.39E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.37E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.36E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.35E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.34E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.32E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.31E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.30E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.29E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.28E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.26E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.25E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.24E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.23E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.22E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.20E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.19E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.18E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.17E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.16E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.14E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.13E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.12E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.11E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.10E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.08E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.07E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.06E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.05E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.04E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.02E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.01E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
1.00E-11,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
9.88E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
9.76E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
9.64E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
9.52E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
9.40E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
9.28E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
9.16E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
9.04E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
8.92E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
8.80E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
8.68E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
8.56E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
8.44E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
8.32E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
8.20E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
8.08E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
7.96E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
7.84E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
7.72E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
7.60E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
7.48E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
7.36E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
7.24E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
7.12E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
7.00E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
6.88E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
6.76E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
6.64E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
6.52E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
6.40E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
6.28E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
6.16E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
6.04E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
5.92E-12,1.60E-19,6.63E-34,9.11E-31,8.41E-16,10973241.07,8.85E-12,299779058.1,0.007297679
